device_id,browser_type,browser_version_major,browser_version_minor,browser_version_patch,device_type,device_version_major,device_version_minor,device_version_patch,os_type,os_version_major,os_version_minor,os_version_patch
8971691997776596000,Chrome,69,0,3497,Other,0,0,0,Mac OS X,10,12,6
2569387420833255000,FacebookBot,1,1,0,Spider,0,0,0,Other,0,0,0
10598707916011483000,Googlebot,2,1,0,Spider,0,0,0,Other,0,0,0
11695410213936906000,Googlebot,2,1,0,Spider,0,0,0,Android,6,0,1
7280019344256311000,Mobile Safari,12,0,0,iPhone,0,0,0,iOS,12,1,2
12048389584711680000,Other,0,0,0,Other,0,0,0,Other,0,0,0
17040122998483685000,FacebookBot,1,1,0,Spider,0,0,0,Mac OS X,10,11,1
15188516980773941000,Mobile Safari,12,0,0,iPhone,0,0,0,iOS,12,0,0
17119362012843014000,Facebook,196,1,0,iPhone,"9,3",0,0,iOS,12,1,2
7171968144474618000,Opera,57,0,3098,Other,0,0,0,Mac OS X,10,14,2
15514733278301612000,Mobile Safari,12,0,0,iPhone,0,0,0,iOS,12,1,0
6724512581943900000,Chrome Mobile iOS,71,0,3578,iPhone,0,0,0,iOS,12,1,0
17866347779814423000,Facebook,196,1,0,Samsung SM-G960U,0,0,0,Android,8,0,0
12610051366189230000,Facebook,196,1,0,iPhone,"10,1",0,0,iOS,12,1,2
5061610599226641000,Firefox,24,0,0,Other,0,0,0,Ubuntu,0,0,0
11022104064902363000,Chrome Mobile,71,0,3578,Generic Smartphone,0,0,0,Android,8,0,0
4258827877342780400,Facebook,196,0,0,HTC D200LVW,0,0,0,Android,6,0,1
6972615000114922000,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,12,6
9254327976945793000,Facebook,196,1,0,iPad,"7,5",0,0,iOS,12,1,1
12483110673371654000,Facebook,196,1,0,Pixel 2,0,0,0,Android,0,0,0
17000065835733560000,Chrome,61,0,3163,Other,0,0,0,Mac OS X,10,12,6
11383735793548333000,Chrome,65,0,3325,Other,0,0,0,Windows,10,0,0
13598371691463770000,Mobile Safari,11,0,0,iPad,0,0,0,iOS,11,3,0
16030528856194440000,Mobile Safari,11,0,0,iPhone,0,0,0,iOS,11,3,0
4380160868970171400,Chrome,49,0,2623,Other,0,0,0,Linux,0,0,0
16640654839616057000,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,14,2
5324458645752879000,Chrome,71,0,3578,Other,0,0,0,Windows,10,0,0
1679085925098039800,Facebook,196,1,0,iPhone,"9,4",0,0,iOS,12,1,2
3093722796226005500,Facebook,199,0,0,Samsung SM-G950U,0,0,0,Android,8,0,0
1642244837679411500,Nimbostratus-Bot,0,0,0,Other,0,0,0,Other,0,0,0
13573906087543874000,Chrome Mobile,71,0,3578,Generic Smartphone,0,0,0,Android,5,1,1
7060973561831567000,YandexBot,3,0,0,Spider,0,0,0,Other,0,0,0
4472068010784081000,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,13,5
7081634896402716000,Facebook,196,1,0,Samsung SM-N950U,0,0,0,Android,8,0,0
3150599173348196400,Chrome,60,0,3112,Other,0,0,0,Ubuntu,0,0,0
627900986121748900,Facebook,199,0,0,iPhone,"10,3",0,0,iOS,12,1,2
16255127598137053000,bingbot,2,0,0,Spider,0,0,0,Other,0,0,0
6999014378090212000,Firefox,45,0,0,Other,0,0,0,Windows,7,0,0
14936725496504238000,Chrome,40,0,2214,Other,0,0,0,Windows,7,0,0
16908868712261374000,Facebook,196,1,0,Samsung SM-G965U,0,0,0,Android,8,0,0
6919362873581161000,Chrome,58,0,3029,Other,0,0,0,Mac OS X,10,12,5
16750423122722046000,Chrome,34,0,1847,Other,0,0,0,Windows,7,0,0
9457224867615320000,IE,6,0,0,Other,0,0,0,Windows,XP,0,0
8729256872722555000,Firefox,49,0,0,Other,0,0,0,Windows,8.1,0,0
18274550848821359000,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,13,6
15898540210921652000,SafeDNSBot,0,0,0,Spider,0,0,0,Other,0,0,0
6877381771379052000,IE,7,0,0,Other,0,0,0,Windows,XP,0,0
12156149300411503000,Chrome,62,0,3202,Other,0,0,0,Windows,7,0,0
15854708068952228000,Chrome,71,0,3578,Other,0,0,0,Windows,8.1,0,0
7111715137505328000,Firefox,42,0,0,Other,0,0,0,Windows,10,0,0
8779231966960041000,Firefox,34,0,0,Other,0,0,0,Windows,Vista,0,0
12093031275879893000,bingbot,2,0,0,Spider,0,0,0,iOS,7,0,0
16440123909276502000,Firefox,47,0,0,Other,0,0,0,Mac OS X,10,11,0
13614372803446993000,Opera,53,0,2907,Other,0,0,0,Windows,7,0,0
17449514254608984000,SemrushBot,3,0,0,Spider,0,0,0,Other,0,0,0
15237567658645895000,Chrome,67,0,3396,Other,0,0,0,Mac OS X,10,13,5
188872993273508400,Opera,54,0,2952,Other,0,0,0,Windows,7,0,0
17350562273529025000,Safari,12,0,1,Other,0,0,0,Mac OS X,10,13,6
16575708086765800000,Opera,54,0,2952,Other,0,0,0,Windows,10,0,0
17464007040478480000,Firefox,64,0,0,Other,0,0,0,Ubuntu,0,0,0
15245936223257733000,Facebook,198,0,0,iPhone,"10,1",0,0,iOS,12,1,2
17098114124723274000,Facebook,198,0,0,HTC D200LVW,0,0,0,Android,6,0,1
6984053632617363000,Facebook,199,1,0,Samsung SM-G930V,0,0,0,Android,8,0,0
10312241713751292000,Facebook,200,0,0,iPhone,"10,3",0,0,iOS,12,1,2
14669953516939887000,Chrome,41,0,2272,Other,0,0,0,Windows,7,0,0
2441945720576016400,Facebook,199,1,0,Samsung SM-G950U,0,0,0,Android,8,0,0
18059682518042667000,Chrome,70,0,3538,Other,0,0,0,Linux,0,0,0
15607967064750397000,Facebook,197,0,0,iPhone,"9,4",0,0,iOS,12,1,2
2754852510574151700,Facebook,204,0,0,Pixel 3,0,0,0,Android,0,0,0
7844326108323660000,Facebook,205,0,0,iPhone,"9,2",0,0,iOS,12,1,2
10725472525898457000,Chrome,71,0,3578,Generic Smartphone,0,0,0,Android,7,1,1
12391479748541372000,Python Requests,2,11,0,Other,0,0,0,Other,0,0,0
11349376479772540000,Facebook,205,0,0,iPhone,"8,2",0,0,iOS,12,1,2
5794940249462553000,Chrome Mobile,71,0,3578,Generic Smartphone,0,0,0,Android,0,0,0
395316134816527100,Facebook,205,0,0,iPhone,"10,5",0,0,iOS,12,1,2
12960817506694986000,Facebook,205,0,0,iPhone,"7,1",0,0,iOS,12,1,2
18019018304284637000,Facebook,179,0,0,iPhone,"9,1",0,0,iOS,12,1,2
12817386988497560000,Facebook,205,0,0,iPhone,"8,1",0,0,iOS,12,1,2
13763413980588317000,Facebook,204,0,0,Samsung SM-G950U,0,0,0,Android,8,0,0
12192003591374176000,Facebook,205,0,0,Generic Smartphone,0,0,0,Android,0,0,0
17134854108978358000,Chrome Mobile,71,0,3578,Generic Smartphone,0,0,0,Android,7,1,2
13906141444399432000,Facebook,205,0,0,iPhone,"10,6",0,0,iOS,12,1,2
10884583093664158000,Facebook,204,0,0,Samsung SM-G965U,0,0,0,Android,8,0,0
6503720914925221000,Facebook,205,0,0,iPhone,"11,6",0,0,iOS,12,1,2
1690896672278974200,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,14,1
18361649574303433000,Firefox,53,0,0,Other,0,0,0,Windows,7,0,0
2856562435965806600,Chrome,67,0,3396,Other,0,0,0,Windows,8.1,0,0
3860047777052470300,Python Requests,2,7,0,Other,0,0,0,Linux,4,11,3
15505297973057120000,Firefox,59,0,0,Other,0,0,0,Mac OS X,10,10,0
13347263042552744000,Chrome,5,0,359,Other,0,0,0,OpenBSD,0,0,0
12545973645011997000,Chrome,65,0,3325,Other,0,0,0,Windows,7,0,0
12394639275664558000,Mobile Safari,11,0,0,iPhone,0,0,0,iOS,11,0,0
1487552841533861000,UC Browser,10,7,0,Generic Smartphone,0,0,0,Android,4,4,4
14432988418105344000,Other,0,0,0,Other,0,0,0,Mac OS X,10,9,2
8515061981539742000,Chrome,67,0,3396,Other,0,0,0,Windows,10,0,0
2982942172309211000,Chrome,71,0,3578,Other,0,0,0,Linux,0,0,0
1513138013300012300,Chrome,44,0,2403,Other,0,0,0,Mac OS X,10,10,3
12671345665408842000,Python-urllib,3,4,0,Spider,0,0,0,Other,0,0,0
7315838751722116000,Chrome,62,0,3202,Other,0,0,0,Windows,10,0,0
7290177571206062000,Opera,8,50,0,Other,0,0,0,Windows,XP,0,0
7198030731820463000,Chrome Mobile,45,0,2454,Samsung SM-G925F,0,0,0,Android,5,1,1
9133295314581148000,Firefox,60,0,0,Other,0,0,0,Ubuntu,0,0,0
16461087388901132000,Chrome,5,0,375,Other,0,0,0,Windows,XP,0,0
622839775699173000,MJ12bot,1,4,8,Spider,0,0,0,Other,0,0,0
15092428649168644000,Safari,10,1,2,Other,0,0,0,Mac OS X,10,12,6
15499446942600278000,Chrome,64,0,3396,Other,0,0,0,Windows,7,0,0
3651005434182510600,Firefox,62,0,0,Other,0,0,0,Ubuntu,0,0,0
10578222375129960000,Chrome,58,0,3029,Other,0,0,0,Mac OS X,10,12,1
6250587608115404000,Facebook,200,0,0,iPhone,"10,1",0,0,iOS,12,1,2
10543899039658303000,Chrome Mobile,71,0,3578,Samsung SM-G900P,0,0,0,Android,5,0,0
3507212898325311500,Python-urllib,3,5,0,Spider,0,0,0,Other,0,0,0
8872485211594212000,Uptimebot,1,0,0,Spider,0,0,0,Other,0,0,0
15800738368606000000,HeadlessChrome,70,0,3538,Other,0,0,0,Linux,0,0,0
8402557041822522000,Firefox,57,0,0,Other,0,0,0,Windows,10,0,0
2447331748165955600,Chrome,56,0,2946,Other,0,0,0,Mac OS X,10,9,3
6846080706497587000,BLEXBot,1,0,0,Spider,0,0,0,Other,0,0,0
9492442698411491000,Chrome,34,0,1847,Other,0,0,0,Windows,Vista,0,0
13667288977003358000,Edge,17,17134,0,Other,0,0,0,Windows,10,0,0
3241642012097477600,Firefox,63,0,0,Other,0,0,0,Windows,10,0,0
18051814476878666000,Chrome,70,0,3538,Other,0,0,0,Windows,10,0,0
4349352459855119000,Firefox,22,0,0,Other,0,0,0,Windows,XP,0,0
5814326488178206000,Chrome,72,0,3626,Other,0,0,0,Mac OS X,10,13,5
9694935082917628000,Edge,18,17763,0,Other,0,0,0,Windows,10,0,0
2130796038730783000,Chrome,50,0,2661,Other,0,0,0,Windows,7,0,0
3109341454051822000,Firefox,65,0,0,Other,0,0,0,Mac OS X,10,10,0
7673217897628590000,Firefox,28,0,0,Other,0,0,0,Windows,7,0,0
9847261178308907000,Firefox,3,0,7,Other,0,0,0,Windows,XP,0,0
529533007464833100,Chrome,68,0,3440,Other,0,0,0,Mac OS X,10,13,6
10660529132682424000,Firefox,42,0,0,Other,0,0,0,Ubuntu,0,0,0
9945843000078010000,Chrome,41,0,2225,Other,0,0,0,Windows,8,0,0
14770632650642740000,Android,4,0,2,Samsung Galaxy Nexus,0,0,0,Android,4,0,2
9906756820661182000,curl,7,29,0,Other,0,0,0,Other,0,0,0
16519645460793608000,Other,0,0,0,Other,0,0,0,Windows,XP,0,0
13785849334415843000,Android,2,3,4,HTC Sensation $2,4G,0,0,Android,2,3,4
3831756787098933000,Firefox,3,0,19,Other,0,0,0,Windows,7,0,0
5057690920960376000,IE,8,0,0,Other,0,0,0,Windows,XP,0,0
716455888268952400,Firefox,33,1,0,Other,0,0,0,Windows,7,0,0
9439945414376014000,Firefox,32,0,0,Other,0,0,0,Windows,7,0,0
7159155923246541000,Chrome,71,0,3578,Other,0,0,0,Windows,8,0,0
6261494104917253000,IE,10,0,0,Other,0,0,0,Windows,8,0,0
2966936655906581500,Python Requests,2,21,0,Other,0,0,0,Other,0,0,0
7465305689969282000,Chrome,53,0,2785,Other,0,0,0,Windows,7,0,0
10357161564708622000,Chrome,72,0,3626,Other,0,0,0,Mac OS X,10,14,3
9194786443429825000,Chrome,35,0,1916,Other,0,0,0,Mac OS X,10,9,3
16905703176958710000,Chrome,72,0,3626,Other,0,0,0,Windows,7,0,0
17444461330978804000,Firefox,64,0,0,Other,0,0,0,Windows,10,0,0
11879847865378728000,Chrome,19,0,1061,Other,0,0,0,Windows,8,0,0
4968144359089271000,Chrome,69,0,3497,Other,0,0,0,Windows,10,0,0
8592347682100411000,HeadlessChrome,72,0,3617,Other,0,0,0,Linux,0,0,0
8673680355518332000,DotBot,1,1,0,Spider,0,0,0,Other,0,0,0
3829099164585484300,Firefox,40,1,0,Other,0,0,0,Windows,7,0,0
889694391692531100,Firefox,31,0,0,Other,0,0,0,Windows,XP,0,0
16657101717142518000,Chrome,41,0,2227,Other,0,0,0,Windows,7,0,0
5230841049058014000,Other,0,0,0,Other,0,0,0,Windows,7,0,0
14695740822882576000,Chrome,72,0,3626,Other,0,0,0,Linux,0,0,0
14010417974640180000,Chrome,72,0,3626,Other,0,0,0,Windows,10,0,0
401828095845586900,IE,9,0,0,Other,0,0,0,Windows,Vista,0,0
9129365499674337000,vuhuvBot,1,0,0,Spider,0,0,0,Other,0,0,0
2936737617124814000,Firefox,62,0,0,Other,0,0,0,Mac OS X,10,13,0
1146359150371325400,Firefox,1,0,3,Other,0,0,0,Windows,XP,0,0
10668309153782456000,Firefox,65,0,0,Other,0,0,0,Windows,7,0,0
2428902593482963000,Apple Mail,603,3,8,Other,0,0,0,Mac OS X,10,12,6
3323303845689044000,Chrome,26,0,1410,Other,0,0,0,Mac OS X,10,8,3
5627167580410446000,spider,0,0,0,Spider,0,0,0,Other,0,0,0
4248564616879738000,AhrefsBot,6,1,0,Spider,0,0,0,Other,0,0,0
13947907547692648000,Facebook,210,0,0,iPhone,"9,3",0,0,iOS,12,2,0
14881456908552874000,Facebook,210,0,0,iPhone,"10,1",0,0,iOS,12,2,0
10035559748418765000,IE,10,0,0,Other,0,0,0,Windows,7,0,0
16179315353559964000,Mobile Safari,12,1,0,iPhone,0,0,0,iOS,12,2,0
6344261136152948000,Chrome,73,0,3683,Other,0,0,0,Linux,0,0,0
12026534299125807000,curl,7,58,0,Other,0,0,0,Other,0,0,0
4727697717547255000,Chrome,54,0,2840,Other,0,0,0,Mac OS X,10,12,1
12697561635555963000,Firefox,3,0,1,Other,0,0,0,Windows,XP,0,0
12400044334106436000,Chrome,41,0,2225,Other,0,0,0,Windows,Vista,0,0
9878043351455620000,Firefox,39,1,0,Other,0,0,0,Windows,2000,0,0
17923126418692469000,crawler,0,0,0,Spider,0,0,0,Other,0,0,0
9363679662017735000,Opera,55,0,2994,Other,0,0,0,Windows,10,0,0
1397942312294208800,Firefox,58,0,0,Other,0,0,0,Ubuntu,0,0,0
530708842226194800,Chrome,41,0,2272,Other,0,0,0,Other,0,0,0
10373140086921820000,Mobile Safari,10,0,0,iPhone,0,0,0,iOS,10,3,1
369874176568551100,Safari,5,0,4,Other,0,0,0,Windows,7,0,0
10772923651862292000,Chrome,25,0,1364,Other,0,0,0,Windows,7,0,0
4588946567281412600,Chrome,31,0,1650,Other,0,0,0,Mac OS X,10,9,1
14491463570507948000,Chrome,31,0,1650,Other,0,0,0,Mac OS X,10,8,4
5025338657912315000,Firefox,31,0,0,Other,0,0,0,Windows,7,0,0
15015117715537068000,Chrome,32,0,1700,Other,0,0,0,Windows,8.1,0,0
6297527350101446000,Chrome,32,0,1700,Other,0,0,0,Windows,7,0,0
2036483627497460200,Chrome,42,0,2311,Other,0,0,0,Windows,7,0,0
6304858331126777000,Chrome,67,0,3396,Other,0,0,0,Windows,7,0,0
16887850738569980000,Chrome,13,0,782,Other,0,0,0,Chrome OS,0,13,587
7794790995574524000,Firefox,66,0,0,Other,0,0,0,Windows,10,0,0
17546216620365564000,Chrome,73,0,3683,Other,0,0,0,Mac OS X,10,13,6
18157825836088984000,Firefox,54,0,0,Other,0,0,0,Windows,7,0,0
3453201784214694000,Opera,54,0,2952,Other,0,0,0,Linux,0,0,0
136786718110967410,Chrome,63,0,3239,Other,0,0,0,Windows,7,0,0
3262282728171631000,Chrome,72,0,3602,Other,0,0,0,Linux,0,0,0
16290264532669047000,Firefox,29,0,0,Other,0,0,0,Windows,8,0,0
10377787785910125000,Firefox,27,0,0,Other,0,0,0,Windows,0,0,0
2448037346287454700,Firefox,38,0,0,Other,0,0,0,Windows,0,0,0
11329722211901585000,Chrome,41,0,2228,Other,0,0,0,Windows,7,0,0
14667291788726698000,Firefox,3,5,6,Other,0,0,0,Windows,0,0,0
9392479592704066000,Chrome,53,7,3766,Other,0,0,0,Windows,8.1,0,0
12843818343504441000,Chrome,57,5,9535,Other,0,0,0,Windows,8.1,0,0
17437497665233519000,Scrapy,1,6,0,Spider,0,0,0,Other,0,0,0
6268175587648936000,Firefox,29,0,0,Other,0,0,0,Windows,XP,0,0
2491249738633795000,Chrome,74,0,3729,Other,0,0,0,Windows,10,0,0
3819053265219367000,Baiduspider,2,0,0,Spider,0,0,0,Other,0,0,0
10670598094326104000,Chrome,68,0,3440,Other,0,0,0,Windows,7,0,0
966406561425412900,Chrome Mobile,71,0,3578,Generic Smartphone,0,0,0,Android,6,0,0
16623528691877147000,IE,11,0,0,Other,0,0,0,Windows,10,0,0
2972134326070080500,Chrome,34,0,1847,Other,0,0,0,Mac OS X,10,7,5
11524475951408746000,Chrome,74,0,3729,Other,0,0,0,Mac OS X,10,14,5
11100917094292046000,Chrome,73,0,3683,Other,0,0,0,Windows,10,0,0
880082481289256100,Chrome,66,0,3359,Other,0,0,0,Windows,7,0,0
12449232651867996000,Chrome,46,0,2490,Other,0,0,0,Windows,10,0,0
14512246346252830000,Chrome,60,0,3112,Other,0,0,0,Mac OS X,10,13,4
10021647792367665000,Opera,55,0,2994,Other,0,0,0,Windows,7,0,0
15825334085048224000,Chrome,70,0,3538,Other,0,0,0,Windows,7,0,0
7540356000456639000,curl,7,47,0,Other,0,0,0,Other,0,0,0
5982465866773181000,Firefox,66,0,0,Other,0,0,0,Windows,7,0,0
14174975318907892000,Other,0,0,0,Other,0,0,0,Windows,10,0,0
6719241931916976000,Chrome,41,0,2224,Other,0,0,0,Windows,8,0,0
15877408794703356000,Firefox,52,0,0,Other,0,0,0,Windows,7,0,0
14348322498689060000,Chrome,58,0,3029,Other,0,0,0,Linux,0,0,0
1282217443309600300,Chrome,74,0,3729,Other,0,0,0,Mac OS X,10,12,6
18352369255115400000,Chrome,75,0,3770,Other,0,0,0,Windows,10,0,0
8380425127094378000,Mobile Safari,12,1,1,iPhone,0,0,0,iOS,12,3,1
13476911064471970000,Facebook,226,0,0,Samsung SM-G955U,0,0,0,Android,0,0,0
5606339754649552000,Firefox,49,0,0,Other,0,0,0,Windows,10,0,0
7874647784882323000,Mobile Safari UI/WKWebView,12,3,1,iPhone,"10,6",0,0,iOS,12,3,1
1681642451661916200,okhttp,3,14,2,Other,0,0,0,Other,0,0,0
1966666889872336100,IE,9,0,0,Other,0,0,0,Windows,7,0,0
3877203758191122400,domainsbot,0,0,0,Spider,0,0,0,Other,0,0,0
11042866576063906000,Chrome,33,0,1750,Other,0,0,0,Windows,7,0,0
16118072646138348000,Opera,11,61,0,Other,0,0,0,Windows,XP,0,0
5984171660418548000,Chrome,3,0,195,Other,0,0,0,Windows,XP,0,0
5719689067003463000,QQ Browser,9,6,12449,Other,0,0,0,Windows,7,0,0
18231590139396980000,Yandex Browser,13,12,1599,Other,0,0,0,Windows,7,0,0
16025380632778250000,Chrome,41,0,2226,Other,0,0,0,Windows,7,0,0
8915919319556888000,Firefox,46,0,0,Other,0,0,0,Linux,0,0,0
16334109092539324000,UC Browser,11,9,4,EML-AL00,0,0,0,Android,8,1,0
11163556874738268000,Jooblebot,2,0,0,Spider,0,0,0,Other,0,0,0
3312006515437207600,Opera,12,16,0,Other,0,0,0,Windows,7,0,0
6926114576132636000,Iceweasel,18,0,1,Other,0,0,0,Linux,0,0,0
8920549683748482000,Python Requests,2,22,0,Other,0,0,0,Other,0,0,0
9031426500834105000,Chrome,63,0,3239,Other,0,0,0,Windows,10,0,0
8294057436639330000,Opera,12,11,0,Other,0,0,0,Windows,7,0,0
2915391601310714400,Chrome,64,0,3282,Other,0,0,0,Windows,10,0,0
6053052582206636000,Chrome,26,0,1410,Other,0,0,0,Linux,0,0,0
15723169623947110000,Chrome,33,0,1750,Other,0,0,0,Windows,XP,0,0
11795015770389633000,Opera,12,15,0,Other,0,0,0,Windows,7,0,0
15249164793776816000,Firefox,65,0,0,Other,0,0,0,Ubuntu,0,0,0
8753103311621924000,Chrome,75,0,3770,Other,0,0,0,Mac OS X,10,14,4
1608065077463754000,Firefox,48,0,0,Other,0,0,0,Windows,10,0,0
4328548637358640600,Firefox,45,0,0,Other,0,0,0,Windows,10,0,0
17999874731333362000,Safari,5,1,0,Other,0,0,0,Windows,7,0,0
13622681362016842000,Chrome,68,0,3440,Other,0,0,0,Windows,8.1,0,0
16918569564533268000,QQ Browser,6,0,0,Other,0,0,0,Windows,XP,0,0
12997023131850590000,Chrome Mobile,55,0,2883,Nexus 5,0,0,0,Android,6,0,0
15590134246209370000,IE,11,0,0,Other,0,0,0,Windows,7,0,0
17577267954603071000,Chrome,68,0,3440,Other,0,0,0,Windows,10,0,0
9528482444415058000,Firefox,34,0,0,Other,0,0,0,Windows,7,0,0
6788666106550306000,Chrome,66,0,3359,Other,0,0,0,Windows,10,0,0
12803708945322244000,Chrome,45,0,2454,Other,0,0,0,Windows,10,0,0
15485517013371177000,Mobile Safari,9,0,0,iPad,0,0,0,iOS,9,1,0
993262089115374600,Firefox,6,0,0,Other,0,0,0,Windows,7,0,0
18134904912759976000,Mobile Safari,11,0,0,iPhone,0,0,0,iOS,11,4,1
4758794787542003000,Chrome,69,0,3497,Other,0,0,0,Windows,7,0,0
8323986431249749000,Firefox,57,0,0,Other,0,0,0,Windows,7,0,0
13401377081528117000,IE,8,0,0,Other,0,0,0,Windows,7,0,0
12700048505084140000,Firefox,62,0,2,Other,0,0,0,Ubuntu,0,0,0
578744006068251900,Firefox,68,0,0,Other,0,0,0,Windows,10,0,0
7097212152175183000,Chrome,75,0,3770,Other,0,0,0,Mac OS X,10,14,3
2201754685975734000,Chrome,73,0,3683,Other,0,0,0,Windows,7,0,0
16095618033505227000,Chrome Mobile,59,0,3071,Samsung SM-G930V,0,0,0,Android,7,0,0
6560165938965618000,Sogou Explorer,1,0,0,Other,0,0,0,Windows,7,0,0
14825455029865939000,HeadlessChrome,74,0,3729,Other,0,0,0,Linux,0,0,0
15094996195038005000,libwww-perl,6,08,0,Generic Feature Phone,0,0,0,Other,0,0,0
11133488636428140000,Chrome,68,0,3440,Other,0,0,0,Windows,8,0,0
9785970569670224000,Android,4,3,0,Samsung SM-N900T,0,0,0,Android,4,3,0
11047469232312003000,Chrome,55,0,2883,Other,0,0,0,Windows,7,0,0
7266012712099361000,Chrome,33,0,1750,Other,0,0,0,Windows,Vista,0,0
2559470394280238000,Android,1,6,0,SonyEricsson$2,X10i,0,0,Android,1,6,0
10749210037845068000,Android,0,5,0,Generic Smartphone,0,0,0,Android,0,5,0
15250970137786927000,Safari,9,0,0,Other,0,0,0,Linux,0,0,0
7923174022929445000,Firefox,64,0,0,Other,0,0,0,Windows,7,0,0
14322101930729363000,IE,5,00,0,Other,0,0,0,Windows 98,0,0,0
6175025836502733000,Mobile Safari,9,0,0,iPhone,0,0,0,iOS,9,1,0
17391388041112654000,Chrome,33,0,1750,Other,0,0,0,Windows,8.1,0,0
17065781304535130000,Safari,6,1,1,Other,0,0,0,Mac OS X,10,7,5
9362955974747906000,Chrome,31,0,1650,Other,0,0,0,Linux,0,0,0
514134063233606100,Firefox,26,0,0,Other,0,0,0,Mac OS X,10,9,0
7889084592771794000,Safari,6,1,1,Other,0,0,0,Mac OS X,10,8,5
17169873355119819000,Firefox,3,6,2,Other,0,0,0,Mac OS X,10,4,0
2430231826365114000,Chrome,76,0,3809,Other,0,0,0,Windows,7,0,0
7805653399511365000,Chrome,75,0,3770,Other,0,0,0,Mac OS X,10,13,6
5177425071265000000,Mobile Safari UI/WKWebView,12,3,1,iPhone,"10,1",0,0,iOS,12,3,1
10862628372179028000,Firefox,27,0,0,Other,0,0,0,Windows,8,0,0
11864139677533817000,Chrome,75,0,3770,Other,0,0,0,Mac OS X,10,14,5
2343179266616686000,Firefox,67,0,0,Other,0,0,0,Windows,10,0,0
10043958215691143000,SemrushBot,6,0,0,Spider,0,0,0,Other,0,0,0
9672068375021460000,Amazon Silk,47,1,79,"Kindle Fire HDX 7"" WiFi",0,0,0,Android,4,4,3
15647410113507890000,Firefox,61,0,1,Other,0,0,0,Windows,7,0,0
15580581621649263000,Android,1,5,0,HTC Dream ,0,0,0,Android,1,5,0
17063145034562339000,Chrome,76,0,3809,Other,0,0,0,Mac OS X,10,14,6
4277781719341340000,Facebook,235,0,0,iPhone,"9,3",0,0,iOS,12,4,0
1019271716279732900,Jooblebot,2,0,0,Spider,0,0,0,Windows,7,0,0
12037946313996464000,Facebook,235,0,0,Samsung SM-G935V,0,0,0,Android,7,0,0
6769000646843332000,Mobile Safari,12,1,2,iPhone,0,0,0,iOS,12,4,0
3762697580818991000,Facebook,235,0,0,iPhone,"11,8",0,0,iOS,12,4,0
7153465824724229000,Chrome,41,0,2226,Other,0,0,0,Windows,XP,0,0
12853880228476613000,Opera,62,0,3331,Other,0,0,0,Linux,0,0,0
1201260563073876000,Chrome,32,0,1700,Other,0,0,0,Windows,8,0,0
11331810370705814000,Chrome,76,0,3809,Other,0,0,0,Linux,0,0,0
3191788815636218400,Firefox,63,0,0,Other,0,0,0,Windows,8.1,0,0
10258922324246528000,IE,5,0,0,Other,0,0,0,Windows,0,0,0
17090352984893075000,Chrome,51,0,2704,Other,0,0,0,Linux,0,0,0
344017626566926300,Chrome,75,0,3770,Other,0,0,0,Mac OS X,10,12,6
3639674748377678000,Chrome,41,0,2228,Other,0,0,0,Windows,XP,0,0
7531811256527157000,Chrome,32,0,1700,Other,0,0,0,Windows,Vista,0,0
14973871196731100000,Firefox,65,0,0,Other,0,0,0,Windows,10,0,0
9706070016258036000,Chrome,41,0,2225,Other,0,0,0,Windows,7,0,0
11224704160914100000,HeadlessChrome,69,0,3494,Other,0,0,0,Linux,0,0,0
9230065619310772000,Firefox,68,0,0,Other,0,0,0,Linux,0,0,0
16846790004722220000,Mobile Safari,12,1,2,iPhone,0,0,0,iOS,12,4,1
5568498830435568000,Chrome,27,0,1453,Other,0,0,0,NetBSD,0,0,0
10157377492230461000,Mobile Safari,13,0,0,iPhone,0,0,0,iOS,13,0,0
2293969012969234700,Chrome,65,0,3325,Other,0,0,0,Windows,8.1,0,0
13192302406845544000,Chrome,51,0,2704,Other,0,0,0,Chrome OS,8172,45,0
2461107134312968700,Firefox,15,0,1,Other,0,0,0,Ubuntu,0,0,0
2882381413367864300,Edge,12,246,0,Other,0,0,0,Windows,10,0,0
7277449360739955000,serpstatbot,1,0,0,Spider,0,0,0,Other,0,0,0
10381644659140352000,Chrome,76,0,3809,Other,0,0,0,Mac OS X,10,13,6
8976917063889261000,msnbot,2,0,0,Spider,0,0,0,Other,0,0,0
3970166659852807000,Chrome,32,0,1700,Other,0,0,0,Windows,XP,0,0
7513439892887407000,Chrome,76,0,3809,Other,0,0,0,Windows,10,0,0
1389209708279569200,Firefox,26,0,0,Other,0,0,0,Windows,XP,0,0
8453901392618209000,Other,0,0,0,Generic Feature Phone,0,0,0,Other,0,0,0
16104764199030637000,Chrome,41,0,2227,Other,0,0,0,Windows,8,0,0
16930610543291103000,Firefox,69,0,0,Other,0,0,0,Ubuntu,0,0,0
17646911149324868000,Mobile Safari,13,0,1,iPhone,0,0,0,iOS,13,1,2
6359150061954369000,Opera,53,0,2907,Other,0,0,0,Windows,10,0,0
16871774875500184000,Mobile Safari,13,0,1,iPhone,0,0,0,iOS,13,1,3
